bas_raw,haystack
"CMU/SCSC Gates/Eighth Floor/VAV Room 8017 Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8018 Project/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8018 Project/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8018 Project/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8018 Project/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8018 Project/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8018 Project/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8018 Project/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8018 Project/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8018 Project/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8018 Project/Max CO2 Level","max co2"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8018 Project/Run","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8018 Project/Run Request","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8018 Project/Schedule","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8018 Project/ZCO2_HI","zone co2 max"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8018 Project/Zone CO2","vav zone air co2 sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8018 Project/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8018 Project/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8018 Project/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8019 Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8019 Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8019 Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8019 Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8019 Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8019 Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8019 Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8019 Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8019 Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8019 Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8019 Office/Run","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8019 Office/Run Request","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8019 Office/Schedule","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8019 Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8019 Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8019 Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8021 Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8021 Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8021 Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8021 Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8021 Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8021 Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8021 Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8021 Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8021 Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8021 Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8021 Office/Run","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8021 Office/Run Request","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8021 Office/Schedule","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8021 Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8021 Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8021 Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8023 Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8023 Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8023 Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8023 Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8023 Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8023 Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8023 Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8023 Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8023 Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8023 Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8023 Office/Run","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8023 Office/Run Request","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8023 Office/Schedule","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8023 Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8023 Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8023 Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8025 Open Project/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8025 Open Project/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8025 Open Project/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8025 Open Project/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8025 Open Project/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8025 Open Project/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8025 Open Project/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8025 Open Project/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8025 Open Project/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8025 Open Project/Max CO2 Level","max co2"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8025 Open Project/PRV Command","vav perimeterHeat valve cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8025 Open Project/RH Valve %","vav reheat valve cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8025 Open Project/Run","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8025 Open Project/Run Request","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8025 Open Project/Schedule","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8025 Open Project/ZCO2_HI","zone co2 max"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8025 Open Project/Zone CO2","vav zone air co2 sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8025 Open Project/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8025 Open Project/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8025 Open Project/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8101 Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8101 Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8101 Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8101 Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8101 Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8101 Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8101 Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8101 Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8101 Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8101 Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8101 Office/Run","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8101 Office/Run Request","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8101 Office/Schedule","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8101 Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8101 Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8101 Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8102 Conference/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8102 Conference/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8102 Conference/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8102 Conference/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8102 Conference/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8102 Conference/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8102 Conference/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8102 Conference/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8102 Conference/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8102 Conference/Max CO2 Level","max co2"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8102 Conference/PRV Command","vav perimeterHeat valve cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8102 Conference/RH Valve %","vav reheat valve cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8102 Conference/Run","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8102 Conference/Run Request","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8102 Conference/Schedule","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8102 Conference/ZCO2_HI","zone co2 max"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8102 Conference/Zone CO2","vav zone air co2 sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8102 Conference/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8102 Conference/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8102 Conference/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8103 Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8103 Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8103 Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8103 Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8103 Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8103 Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8103 Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8103 Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8103 Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8103 Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8103 Office/Run","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8103 Office/Run Request","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8103 Office/Schedule","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8103 Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8103 Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8103 Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8105 Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8105 Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8105 Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8105 Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8105 Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8105 Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8105 Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8105 Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8105 Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8105 Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8105 Office/Run","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8105 Office/Run Request","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8105 Office/Schedule","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8105 Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8105 Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8105 Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8106 Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8106 Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8106 Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8106 Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8106 Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8106 Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8106 Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8106 Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8106 Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8106 Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8106 Office/Run","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8106 Office/Run Request","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8106 Office/Schedule","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8106 Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8106 Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8106 Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8107 Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8107 Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8107 Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8107 Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8107 Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8107 Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8107 Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8107 Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8107 Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8107 Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8107 Office/Run","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8107 Office/Run Request","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8107 Office/Schedule","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8107 Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8107 Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8107 Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8108 Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8108 Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8108 Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8108 Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8108 Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8108 Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8108 Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8108 Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8108 Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8108 Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8108 Office/Run","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8108 Office/Run Request","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8108 Office/Schedule","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8108 Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8108 Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8108 Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8109 Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8109 Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8109 Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8109 Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8109 Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8109 Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8109 Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8109 Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8109 Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8109 Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8109 Office/Run","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8109 Office/Run Request","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8109 Office/Schedule","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8109 Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8109 Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8109 Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8110 Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8110 Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8110 Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8110 Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8110 Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8110 Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8110 Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8110 Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8110 Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8110 Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8110 Office/PRV Command","vav perimeterHeat valve cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8110 Office/RH Valve %","vav reheat valve cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8110 Office/Run","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8110 Office/Run Request","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8110 Office/Schedule","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8110 Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8110 Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8110 Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8111 Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8111 Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8111 Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8111 Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8111 Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8111 Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8111 Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8111 Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8111 Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8111 Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8111 Office/Run","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8111 Office/Run Request","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8111 Office/Schedule","cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8111 Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8111 Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8111 Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8112 Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8112 Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8112 Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8112 Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Eighth Floor/VAV Room 8112 Office/Damper Position","vav damper sensor"
